language,dataset_name,sample_id,sentence_id,source_text_for_gloss,english_gloss,gloss_source,gloss_confidence,strict_eligible,notes
Polish,nemo,audios/KS0_fear_23.wav,23,Woda w basenie jest bardzo ciepła.,The water in the pool is very warm.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_anger_53.wav,53,"Kitel to strój, który noszą lekarze.",A smock is an outfit that doctors wear.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_anger_47.wav,47,Król był bardzo sprawiedliwym człowiekiem.,The king was a very just man.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_anger_70.wav,70,Człowiek zaczyna umierać już w momencie narodzin.,A person begins to die at the moment of birth.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_neutral_59.wav,59,Kupiłem nowy słownik języka hiszpańskiego.,I bought a new Spanish dictionary.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_sadness_79.wav,79,Mleko jest źródłem wapnia i innych składników odżywczych.,Milk is a source of calcium and other nutrients.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_fear_37.wav,37,Relaksujące piosnki poprawiają nastrój.,Relaxing songs improve your mood.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_anger_19.wav,19,W wolnym czasie lubię czytać książki.,In my free time I like reading books.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_anger_88.wav,88,Jabłko jest bogatym źródłem witamin i składników odżywczych.,Apple is a rich source of vitamins and nutrients.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_anger_31.wav,31,Dokarmcie koty wychodząc z domu.,Feed your cats when you leave the house.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_neutral_71.wav,71,Baza wojskowa jest strategicznym punktem dla armii.,A military base is a strategic point for the army.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_surprised_63.wav,63,Moja wizja na przyszłość jest jasna i wyraźna.,My vision for the future is clear and distinct.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_sadness_51.wav,51,Strzelec to znak zodiaku następujący po Skorpionie.,Sagittarius is the zodiac sign following Scorpio.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_surprised_77.wav,77,Marzec kojarzy się z wiosennymi promieniami słońca.,March is associated with spring sunshine.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_sadness_45.wav,45,Postanowiłem wynająć samochód na wakacje.,I decided to rent a car for vacation.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_neutral_65.wav,65,Podczas remontu odkryliśmy starodawny mur.,"During the renovation, we discovered an ancient wall.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_anger_9.wav,9,Piłka nożna to moja pasja.,Football is my passion.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_anger_25.wav,25,Gorzka czekolada jest idealna na deser.,Dark chocolate is perfect for dessert.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_happiness_42.wav,42,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie.",A friend is someone who is always on my side.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_anger_90.wav,90,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.,Gregorian chant is performed during ceremonial services.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_surprised_88.wav,88,Jabłko jest bogatym źródłem witamin i składników odżywczych.,Apple is a rich source of vitamins and nutrients.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_anger_84.wav,84,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.,The counterpayment for the loan granted was very high.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_happiness_56.wav,56,Moje dziecko umie już mówić kilka słów.,My child can already say a few words.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_fear_66.wav,66,Rtęć jest jednym z pierwiastków chemicznych.,Mercury is one of the chemical elements.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_neutral_16.wav,16,"Racja, ten pomysł jest najlepszy.","Right, this idea is the best.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_sadness_34.wav,34,Pan Janek jest naszym nowym sąsiadem.,Mr. Janek is our new neighbor.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_sadness_7.wav,7,Życie jest pełne niespodzianek.,Life is full of surprises.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_anger_63.wav,63,Moja wizja na przyszłość jest jasna i wyraźna.,My vision for the future is clear and distinct.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_neutral_9.wav,9,Piłka nożna to moja pasja.,Football is my passion.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_sadness_1.wav,1,Lubię czytać przed snem.,I like to read before bed.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_sadness_86.wav,86,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.,Let's think positive and focus on the good things in our lives.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_sadness_20.wav,20,Zima to czas jeżdżenia na sankach.,Winter is the time for sledding.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_anger_77.wav,77,Marzec kojarzy się z wiosennymi promieniami słońca.,March is associated with spring sunshine.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_fear_72.wav,72,Bastion był kiedyś ważnym elementem obrony miasta.,The bastion was once an important part of the city's defense.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_happiness_11.wav,11,Nie zachowuj się jak żigolak.,Don't act like a gigolo.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_sadness_17.wav,17,Chcę przeczytać ten artykuł jeszcze raz.,I want to read this article again.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_sadness_15.wav,15,Sporadycznie chodzę na siłownię.,I go to the gym occasionally.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_happiness_71.wav,71,Baza wojskowa jest strategicznym punktem dla armii.,A military base is a strategic point for the army.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_neutral_44.wav,44,"Tęsknota to uczucie, które każdy z nas zna.",Longing is a feeling that each of us knows.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_happiness_65.wav,65,Podczas remontu odkryliśmy starodawny mur.,"During the renovation, we discovered an ancient wall.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_neutral_50.wav,50,W muzeum można zobaczyć szkielet dinozaura.,You can see a dinosaur skeleton in the museum.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_fear_16.wav,16,"Racja, ten pomysł jest najlepszy.","Right, this idea is the best.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_sadness_29.wav,29,W październiku zaczyna się jesień.,Autumn begins in October.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_neutral_78.wav,78,Moim ulubionym sosem do pizzy jest sos czosnkowy.,My favorite pizza sauce is garlic sauce.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_happiness_59.wav,59,Kupiłem nowy słownik języka hiszpańskiego.,I bought a new Spanish dictionary.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_surprised_87.wav,87,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,You can see many unique products at craft fairs.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_happiness_39.wav,39,Sziwa oznacza żałobę po zmarłym.,Shiva means mourning for the deceased.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_neutral_87.wav,87,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,You can see many unique products at craft fairs.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_anger_3.wav,3,Chodźmy w tango.,Let's go tango.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_happiness_6.wav,6,"Dziunia, nie jesteś moim szefem.","Dziunia, you are not my boss.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_surprised_18.wav,18,Kwiecień to czwarty miesiąc w roku.,April is the fourth month of the year.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_sadness_71.wav,71,Baza wojskowa jest strategicznym punktem dla armii.,A military base is a strategic point for the army.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_surprised_78.wav,78,Moim ulubionym sosem do pizzy jest sos czosnkowy.,My favorite pizza sauce is garlic sauce.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_fear_15.wav,15,Sporadycznie chodzę na siłownię.,I go to the gym occasionally.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_surprised_50.wav,50,W muzeum można zobaczyć szkielet dinozaura.,You can see a dinosaur skeleton in the museum.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_neutral_33.wav,33,Po operacji nie mam żadnych blizn.,I have no scars after the surgery.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_sadness_2.wav,2,Nie waśńmy się ze sobą.,Let's not quarrel with each other.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_surprised_30.wav,30,Każdy taniec ma swój własny rytm.,Each dance has its own rhythm.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_surprised_24.wav,24,"Miasto tętni życiem, nawet w nocy.","The city is bustling with life, even at night.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_happiness_6.wav,6,"Dziunia, nie jesteś moim szefem.","Dziunia, you are not my boss.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_fear_29.wav,29,W październiku zaczyna się jesień.,Autumn begins in October.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_surprised_44.wav,44,"Tęsknota to uczucie, które każdy z nas zna.",Longing is a feeling that each of us knows.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_neutral_27.wav,27,W niedzielę szkoła jest zamknięta.,The school is closed on Sunday.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_surprised_32.wav,32,"Pamiętaj, że nadzieja umiera ostatnia.",Remember that hope dies last.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
